Date,Year,City,State,Region,Customer,Flavor,Transaction_Type,Quantity,Unit_Price,Sales,Profits,Stock_Change,Reorder_Point,Stock_Balance,Reorder_Alert
2024-09-22 19:09:03.708741748,2024,Surat,Gujarat,North,SuperStore,Cheese Wafers,Inbound,53,6.0,317.86,58.16,53,145,720,NO
2024-09-22 21:29:03.468693740,2024,Kolkata,West Bengal,South,QuickBuy,Cream & Onion Wafers,Outbound,107,14.22,1521.49,314.84,-107,342,890,NO
2024-09-22 23:49:03.228645732,2024,Mumbai,Maharashtra,East,SuperStore,Cheese Wafers,Outbound,142,6.41,909.89,94.66,-142,387,530,NO
2024-09-23 02:09:02.988597720,2024,Surat,Gujarat,East,ShopEase,Black Pepper Wafers,Inbound,127,7.25,920.62,121.26,127,259,105,YES
2024-09-23 04:29:02.748549712,2024,Hyderabad,Telangana,North,ShopEase,Masala Wafers,Inbound,78,10.58,825.34,188.46,78,214,481,NO
2024-09-23 06:49:02.508501700,2024,Kolkata,West Bengal,West,ShopEase,Salted Wafers,Outbound,168,12.64,2123.68,516.89,-168,213,205,YES
2024-09-23 09:09:02.268453692,2024,Bangalore,Karnataka,West,RetailMart,Cream & Onion Wafers,Inbound,54,11.19,604.45,130.88,54,225,246,NO
2024-09-23 11:29:02.028405684,2024,Delhi,Delhi,South,SuperStore,Black Pepper Wafers,Outbound,146,7.32,1068.92,137.53,-146,189,834,NO
2024-09-23 13:49:01.788357672,2024,Ahmedabad,Gujarat,East,RetailMart,Salted Wafers,Outbound,41,5.01,205.39,38.84,-41,160,678,NO
2024-09-23 16:09:01.548309664,2024,Jaipur,Rajasthan,East,ShopEase,Cream & Onion Wafers,Inbound,42,12.57,528.0,90.3,42,416,88,YES
2024-09-23 18:29:01.308261652,2024,Mumbai,Maharashtra,West,QuickBuy,Chilli Wafers,Outbound,135,14.85,2005.03,399.27,-135,201,315,NO
2024-09-23 20:49:01.068213644,2024,Ahmedabad,Gujarat,East,QuickBuy,Chilli Wafers,Inbound,76,13.1,995.53,272.84,76,213,10,YES
2024-09-23 23:09:00.828165636,2024,Pune,Maharashtra,East,SuperStore,Salted Wafers,Inbound,39,9.6,374.48,95.56,39,273,48,YES
2024-09-24 01:29:00.588117624,2024,Surat,Gujarat,North,QuickBuy,Black Pepper Wafers,Inbound,123,14.04,1726.63,201.67,123,191,910,NO
2024-09-24 03:49:00.348069616,2024,Surat,Gujarat,South,ShopEase,Cheese Wafers,Outbound,38,9.1,345.74,96.14,-38,282,895,NO
2024-09-24 06:09:00.108021604,2024,Mumbai,Maharashtra,South,SuperStore,Chilli Wafers,Outbound,140,10.25,1434.91,278.88,-140,484,978,NO
2024-09-24 08:28:59.867973596,2024,Chennai,Tamil Nadu,South,SuperStore,Salted Wafers,Inbound,194,9.77,1895.63,471.58,194,304,572,NO
2024-09-24 10:48:59.627925588,2024,Chennai,Tamil Nadu,North,ShopEase,Black Pepper Wafers,Inbound,39,9.48,369.57,47.31,39,462,170,YES
2024-09-24 13:08:59.387877576,2024,Bangalore,Karnataka,South,ShopEase,Cream & Onion Wafers,Inbound,146,12.75,1861.78,435.92,146,294,142,YES
2024-09-24 15:28:59.147829568,2024,Delhi,Delhi,South,ShopEase,Tomato Wafers,Outbound,163,10.27,1673.63,246.47,-163,404,206,YES
2024-09-24 17:48:58.907781556,2024,Kolkata,West Bengal,West,ShopEase,Cream & Onion Wafers,Inbound,139,8.17,1135.24,213.06,139,124,997,NO
2024-09-24 20:08:58.667733548,2024,Pune,Maharashtra,West,SuperStore,Aloo Bhujia Wafers,Outbound,71,7.58,538.29,55.64,-71,333,462,NO
2024-09-24 22:28:58.427685540,2024,Ahmedabad,Gujarat,South,QuickBuy,Cheese Wafers,Inbound,12,5.38,64.53,8.41,12,115,508,NO
2024-09-25 00:48:58.187637528,2024,Chennai,Tamil Nadu,North,ShopEase,Cheese Wafers,Outbound,183,10.83,1982.25,234.73,-183,240,200,YES
2024-09-25 03:08:57.947589520,2024,Bangalore,Karnataka,North,BigMart,Mint Masala Wafers,Outbound,77,7.3,562.07,83.16,-77,207,4,YES
2024-09-25 05:28:57.707541508,2024,Bangalore,Karnataka,North,SuperStore,Black Pepper Wafers,Outbound,34,6.48,220.37,26.45,-34,399,210,YES
2024-09-25 07:48:57.467493500,2024,Mumbai,Maharashtra,East,RetailMart,Tomato Wafers,Inbound,188,11.54,2169.2,517.1,188,438,983,NO
2024-09-25 10:08:57.227445492,2024,Pune,Maharashtra,East,QuickBuy,Salted Wafers,Outbound,150,11.81,1771.81,187.47,-150,402,28,YES
2024-09-25 12:28:56.987397480,2024,Hyderabad,Telangana,North,SuperStore,Masala Wafers,Outbound,53,12.52,663.64,148.36,-53,479,189,YES
2024-09-25 14:48:56.747349472,2024,Kolkata,West Bengal,West,ShopEase,Tomato Wafers,Outbound,172,10.04,1726.15,221.19,-172,179,187,NO
2024-09-25 17:08:56.507301460,2024,Delhi,Delhi,East,BigMart,Salted Wafers,Inbound,64,13.94,892.19,257.87,64,175,836,NO
2024-09-25 19:28:56.267253452,2024,Jaipur,Rajasthan,North,RetailMart,Salted Wafers,Return,146,14.36,2097.06,601.06,146,375,766,NO
2024-09-25 21:48:56.027205444,2024,Mumbai,Maharashtra,East,QuickBuy,Mint Masala Wafers,Inbound,139,13.07,1817.25,263.68,139,367,149,YES
2024-09-26 00:08:55.787157432,2024,Kolkata,West Bengal,East,ShopEase,Mint Masala Wafers,Inbound,198,11.36,2248.48,501.15,198,211,524,NO
2024-09-26 02:28:55.547109424,2024,Jaipur,Rajasthan,East,SuperStore,Masala Wafers,Inbound,50,8.04,401.86,42.44,50,415,945,NO
2024-09-26 04:48:55.307061412,2024,Jaipur,Rajasthan,East,SuperStore,Mint Masala Wafers,Outbound,181,14.83,2684.13,768.62,-181,174,883,NO
2024-09-26 07:08:55.067013404,2024,Pune,Maharashtra,North,QuickBuy,Masala Wafers,Outbound,73,7.74,565.12,115.62,-73,313,942,NO
2024-09-26 09:28:54.826965396,2024,Pune,Maharashtra,East,BigMart,Cheese Wafers,Inbound,40,7.03,281.06,30.54,40,465,365,YES
2024-09-26 11:48:54.586917384,2024,Ahmedabad,Gujarat,South,ShopEase,Salted Wafers,Inbound,56,9.42,527.61,88.9,56,133,156,NO
2024-09-26 14:08:54.346869376,2024,Bangalore,Karnataka,North,QuickBuy,Aloo Bhujia Wafers,Outbound,139,5.57,774.01,89.3,-139,240,79,YES
2024-09-26 16:28:54.106821364,2024,Kolkata,West Bengal,North,QuickBuy,Cream & Onion Wafers,Inbound,105,14.78,1552.42,277.24,105,265,867,NO
2024-09-26 18:48:53.866773356,2024,Mumbai,Maharashtra,North,SuperStore,Masala Wafers,Outbound,86,10.88,936.05,219.02,-86,495,272,YES
2024-09-26 21:08:53.626725348,2024,Surat,Gujarat,East,QuickBuy,Salted Wafers,Outbound,119,10.57,1257.77,243.98,-119,330,659,NO
2024-09-26 23:28:53.386677336,2024,Mumbai,Maharashtra,North,RetailMart,Chilli Wafers,Inbound,78,11.56,901.52,159.34,78,391,717,NO
2024-09-27 01:48:53.146629328,2024,Ahmedabad,Gujarat,West,RetailMart,Mint Masala Wafers,Inbound,67,9.97,668.01,82.72,67,127,625,NO
2024-09-27 04:08:52.906581316,2024,Delhi,Delhi,South,ShopEase,Cream & Onion Wafers,Outbound,115,5.32,611.87,91.16,-115,394,517,NO
2024-09-27 06:28:52.666533308,2024,Bangalore,Karnataka,West,QuickBuy,Salted Wafers,Inbound,53,11.12,589.52,70.76,53,432,789,NO
2024-09-27 08:48:52.426485300,2024,Surat,Gujarat,South,SuperStore,Salted Wafers,Inbound,83,12.16,1009.42,263.96,83,459,231,YES
2024-09-27 11:08:52.186437288,2024,Chennai,Tamil Nadu,South,ShopEase,Chilli Wafers,Inbound,65,9.17,595.89,75.71,65,190,648,NO
2024-09-27 13:28:51.946389280,2024,Delhi,Delhi,East,BigMart,Masala Wafers,Inbound,180,12.57,2263.13,495.79,180,214,159,YES
2024-09-27 15:48:51.706341268,2024,Pune,Maharashtra,South,SuperStore,Cheese Wafers,Outbound,136,7.27,988.72,166.65,-136,258,343,NO
2024-09-27 18:08:51.466293260,2024,Jaipur,Rajasthan,South,BigMart,Masala Wafers,Outbound,171,7.21,1233.38,179.08,-171,357,288,YES
2024-09-27 20:28:51.226245252,2024,Chennai,Tamil Nadu,West,ShopEase,Aloo Bhujia Wafers,Return,39,6.61,257.95,58.79,39,472,204,YES
2024-09-27 22:48:50.986197240,2024,Mumbai,Maharashtra,South,RetailMart,Masala Wafers,Inbound,80,8.72,697.6,133.52,80,437,994,NO
2024-09-28 01:08:50.746149232,2024,Mumbai,Maharashtra,North,SuperStore,Cheese Wafers,Inbound,127,13.47,1710.71,307.98,127,189,837,NO
2024-09-28 03:28:50.506101220,2024,Pune,Maharashtra,North,SuperStore,Cream & Onion Wafers,Return,64,13.28,849.86,185.75,64,344,304,YES
2024-09-28 05:48:50.266053212,2024,Ahmedabad,Gujarat,South,ShopEase,Salted Wafers,Outbound,76,8.83,670.95,133.02,-76,397,359,YES
2024-09-28 08:08:50.026005204,2024,Kolkata,West Bengal,North,SuperStore,Aloo Bhujia Wafers,Outbound,150,10.89,1633.68,262.53,-150,130,669,NO
2024-09-28 10:28:49.785957192,2024,Chennai,Tamil Nadu,East,SuperStore,Tomato Wafers,Inbound,12,12.21,146.5,31.03,12,416,869,NO
2024-09-28 12:48:49.545909184,2024,Chennai,Tamil Nadu,North,ShopEase,Mint Masala Wafers,Outbound,35,7.41,259.42,60.68,-35,457,399,YES
2024-09-28 15:08:49.305861172,2024,Hyderabad,Telangana,East,QuickBuy,Cream & Onion Wafers,Inbound,66,6.68,440.97,46.45,66,411,448,NO
2024-09-28 17:28:49.065813164,2024,Delhi,Delhi,South,ShopEase,Aloo Bhujia Wafers,Outbound,135,14.72,1987.33,383.9,-135,327,105,YES
2024-09-28 19:48:48.825765156,2024,Bangalore,Karnataka,East,SuperStore,Cheese Wafers,Outbound,161,11.18,1799.27,200.68,-161,438,81,YES
2024-09-28 22:08:48.585717144,2024,Delhi,Delhi,East,ShopEase,Masala Wafers,Outbound,62,14.81,918.48,126.09,-62,227,341,NO
2024-09-29 00:28:48.345669136,2024,Kolkata,West Bengal,South,SuperStore,Mint Masala Wafers,Outbound,52,8.38,435.63,92.4,-52,369,985,NO
2024-09-29 02:48:48.105621124,2024,Mumbai,Maharashtra,South,BigMart,Cream & Onion Wafers,Outbound,197,12.03,2369.97,647.57,-197,369,781,NO
2024-09-29 05:08:47.865573116,2024,Mumbai,Maharashtra,East,BigMart,Masala Wafers,Inbound,195,7.23,1409.08,389.7,195,308,951,NO
2024-09-29 07:28:47.625525108,2024,Mumbai,Maharashtra,West,RetailMart,Chilli Wafers,Inbound,58,7.61,441.5,50.33,58,277,420,NO
2024-09-29 09:48:47.385477096,2024,Hyderabad,Telangana,South,ShopEase,Salted Wafers,Outbound,51,10.12,516.07,94.86,-51,405,48,YES
2024-09-29 12:08:47.145429088,2024,Mumbai,Maharashtra,South,ShopEase,Mint Masala Wafers,Inbound,20,8.2,163.92,35.51,20,290,205,YES
2024-09-29 14:28:46.905381076,2024,Kolkata,West Bengal,West,BigMart,Aloo Bhujia Wafers,Inbound,112,6.68,747.74,96.77,112,456,217,YES
2024-09-29 16:48:46.665333068,2024,Pune,Maharashtra,North,BigMart,Black Pepper Wafers,Inbound,107,7.63,816.28,206.59,107,167,817,NO
2024-09-29 19:08:46.425285060,2024,Bangalore,Karnataka,West,BigMart,Aloo Bhujia Wafers,Inbound,155,5.36,830.41,206.65,155,426,675,NO
2024-09-29 21:28:46.185237048,2024,Kolkata,West Bengal,North,RetailMart,Masala Wafers,Return,94,12.04,1132.16,317.76,94,366,435,NO
2024-09-29 23:48:45.945189040,2024,Bangalore,Karnataka,West,RetailMart,Salted Wafers,Inbound,109,9.92,1081.41,109.98,109,369,790,NO
2024-09-30 02:08:45.705141028,2024,Kolkata,West Bengal,East,QuickBuy,Black Pepper Wafers,Outbound,113,5.94,671.49,96.25,-113,461,321,YES
2024-09-30 04:28:45.465093020,2024,Mumbai,Maharashtra,South,ShopEase,Cream & Onion Wafers,Outbound,189,6.72,1269.5,336.97,-189,459,230,YES
2024-09-30 06:48:45.225045012,2024,Pune,Maharashtra,West,RetailMart,Mint Masala Wafers,Inbound,55,6.03,331.39,77.58,55,486,710,NO
2024-09-30 09:08:44.984997000,2024,Chennai,Tamil Nadu,South,SuperStore,Tomato Wafers,Outbound,53,11.13,589.67,164.45,-53,227,486,NO
2024-09-30 11:28:44.744948992,2024,Delhi,Delhi,North,ShopEase,Black Pepper Wafers,Inbound,31,5.94,184.21,20.53,31,363,428,NO
2024-09-30 13:48:44.504900980,2024,Jaipur,Rajasthan,East,QuickBuy,Black Pepper Wafers,Outbound,190,12.54,2383.14,522.84,-190,320,882,NO
2024-09-30 16:08:44.264852972,2024,Pune,Maharashtra,South,BigMart,Aloo Bhujia Wafers,Inbound,196,5.21,1020.2,218.13,196,341,725,NO
2024-09-30 18:28:44.024804960,2024,Chennai,Tamil Nadu,West,QuickBuy,Cream & Onion Wafers,Inbound,123,7.49,921.73,98.75,123,343,283,YES
2024-09-30 20:48:43.784756952,2024,Ahmedabad,Gujarat,West,ShopEase,Salted Wafers,Inbound,134,13.91,1863.49,377.74,134,492,485,YES
2024-09-30 23:08:43.544708944,2024,Kolkata,West Bengal,East,BigMart,Black Pepper Wafers,Inbound,133,12.19,1620.65,359.63,133,118,275,NO
2024-10-01 01:28:43.304660932,2024,Ahmedabad,Gujarat,North,QuickBuy,Chilli Wafers,Outbound,39,5.73,223.46,30.9,-39,495,432,YES
2024-10-01 03:48:43.064612924,2024,Chennai,Tamil Nadu,East,QuickBuy,Salted Wafers,Inbound,17,13.21,224.59,34.74,17,254,184,YES
2024-10-01 06:08:42.824564912,2024,Pune,Maharashtra,East,ShopEase,Aloo Bhujia Wafers,Outbound,107,9.93,1062.55,242.34,-107,328,721,NO
2024-10-01 08:28:42.584516904,2024,Kolkata,West Bengal,South,RetailMart,Mint Masala Wafers,Inbound,66,13.47,888.88,172.14,66,467,632,NO
2024-10-01 10:48:42.344468896,2024,Jaipur,Rajasthan,North,SuperStore,Cream & Onion Wafers,Outbound,120,11.01,1320.89,358.76,-120,157,215,NO
2024-10-01 13:08:42.104420884,2024,Mumbai,Maharashtra,East,QuickBuy,Cheese Wafers,Outbound,82,11.82,969.1,163.27,-82,380,96,YES
2024-10-01 15:28:41.864372876,2024,Kolkata,West Bengal,South,SuperStore,Mint Masala Wafers,Inbound,124,14.94,1851.94,283.96,124,144,954,NO
2024-10-01 17:48:41.624324864,2024,Kolkata,West Bengal,South,ShopEase,Masala Wafers,Inbound,29,7.32,212.38,63.07,29,201,118,YES
2024-10-01 20:08:41.384276856,2024,Pune,Maharashtra,North,ShopEase,Chilli Wafers,Outbound,34,11.24,382.14,107.85,-34,147,364,NO
2024-10-01 22:28:41.144228848,2024,Pune,Maharashtra,North,RetailMart,Masala Wafers,Inbound,28,9.6,268.89,28.45,28,149,793,NO
2024-10-02 00:48:40.904180836,2024,Chennai,Tamil Nadu,South,BigMart,Mint Masala Wafers,Inbound,14,5.39,75.52,19.19,14,180,402,NO
2024-10-02 03:08:40.664132828,2024,Surat,Gujarat,North,SuperStore,Cheese Wafers,Outbound,84,5.14,432.16,52.75,-84,399,617,NO
2024-10-02 05:28:40.424084816,2024,Kolkata,West Bengal,South,QuickBuy,Tomato Wafers,Return,137,6.19,848.34,89.5,137,158,396,NO
2024-10-02 07:48:40.184036808,2024,Delhi,Delhi,North,BigMart,Masala Wafers,Outbound,81,11.49,930.76,144.02,-81,260,457,NO
2024-10-02 10:08:39.943988800,2024,Kolkata,West Bengal,North,SuperStore,Cream & Onion Wafers,Outbound,164,10.67,1750.15,269.29,-164,202,317,NO
2024-10-02 12:28:39.703940788,2024,Chennai,Tamil Nadu,North,SuperStore,Mint Masala Wafers,Outbound,49,10.53,516.18,136.2,-49,433,381,YES
2024-10-02 14:48:39.463892780,2024,Bangalore,Karnataka,West,BigMart,Salted Wafers,Return,35,5.32,186.15,45.07,35,373,141,YES
2024-10-02 17:08:39.223844768,2024,Ahmedabad,Gujarat,North,BigMart,Tomato Wafers,Outbound,36,9.69,348.95,103.4,-36,282,456,NO
2024-10-02 19:28:38.983796760,2024,Mumbai,Maharashtra,West,RetailMart,Salted Wafers,Inbound,199,14.25,2835.0,686.93,199,215,500,NO
2024-10-02 21:48:38.743748752,2024,Surat,Gujarat,South,QuickBuy,Masala Wafers,Outbound,92,8.98,825.78,151.66,-92,461,906,NO
2024-10-03 00:08:38.503700740,2024,Jaipur,Rajasthan,East,QuickBuy,Black Pepper Wafers,Inbound,137,11.25,1541.14,369.54,137,498,322,YES
2024-10-03 02:28:38.263652732,2024,Jaipur,Rajasthan,East,QuickBuy,Salted Wafers,Inbound,187,12.8,2393.26,717.72,187,366,999,NO
2024-10-03 04:48:38.023604720,2024,Jaipur,Rajasthan,East,BigMart,Aloo Bhujia Wafers,Outbound,179,12.84,2298.23,556.24,-179,263,267,NO
2024-10-03 07:08:37.783556712,2024,Pune,Maharashtra,South,RetailMart,Mint Masala Wafers,Inbound,166,10.19,1692.0,426.95,166,242,802,NO
2024-10-03 09:28:37.543508704,2024,Jaipur,Rajasthan,North,ShopEase,Salted Wafers,Inbound,176,13.58,2390.0,687.54,176,417,486,NO
2024-10-03 11:48:37.303460692,2024,Mumbai,Maharashtra,West,RetailMart,Salted Wafers,Inbound,197,8.91,1756.01,215.52,197,403,877,NO
2024-10-03 14:08:37.063412684,2024,Ahmedabad,Gujarat,South,BigMart,Masala Wafers,Outbound,178,13.89,2471.87,595.61,-178,193,678,NO
2024-10-03 16:28:36.823364672,2024,Jaipur,Rajasthan,East,RetailMart,Masala Wafers,Return,42,7.4,310.9,83.99,42,349,159,YES
2024-10-03 18:48:36.583316664,2024,Kolkata,West Bengal,East,BigMart,Chilli Wafers,Inbound,106,7.8,827.03,240.56,106,498,742,NO
2024-10-03 21:08:36.343268656,2024,Kolkata,West Bengal,East,SuperStore,Salted Wafers,Inbound,120,5.53,663.74,94.38,120,442,13,YES
2024-10-03 23:28:36.103220644,2024,Pune,Maharashtra,East,SuperStore,Cream & Onion Wafers,Inbound,25,12.96,323.9,65.03,25,405,704,NO
2024-10-04 01:48:35.863172636,2024,Mumbai,Maharashtra,West,ShopEase,Black Pepper Wafers,Outbound,32,9.17,293.46,69.29,-32,415,154,YES
2024-10-04 04:08:35.623124624,2024,Ahmedabad,Gujarat,East,SuperStore,Aloo Bhujia Wafers,Outbound,144,7.29,1049.93,156.96,-144,339,100,YES
2024-10-04 06:28:35.383076616,2024,Surat,Gujarat,West,ShopEase,Tomato Wafers,Inbound,35,7.32,256.13,56.37,35,158,571,NO
2024-10-04 08:48:35.143028608,2024,Chennai,Tamil Nadu,East,QuickBuy,Cream & Onion Wafers,Inbound,105,14.01,1471.47,222.95,105,114,42,YES
2024-10-04 11:08:34.902980596,2024,Ahmedabad,Gujarat,South,BigMart,Cheese Wafers,Outbound,21,13.34,280.12,46.69,-21,384,192,YES
2024-10-04 13:28:34.662932588,2024,Chennai,Tamil Nadu,West,QuickBuy,Cheese Wafers,Outbound,81,10.54,853.36,160.69,-81,302,310,NO
2024-10-04 15:48:34.422884576,2024,Bangalore,Karnataka,West,QuickBuy,Masala Wafers,Inbound,142,11.16,1584.88,326.23,142,336,620,NO
2024-10-04 18:08:34.182836568,2024,Chennai,Tamil Nadu,South,ShopEase,Cheese Wafers,Inbound,115,9.74,1120.47,212.75,115,395,604,NO
2024-10-04 20:28:33.942788560,2024,Delhi,Delhi,East,BigMart,Salted Wafers,Inbound,126,8.92,1123.5,223.17,126,386,727,NO
2024-10-04 22:48:33.702740548,2024,Kolkata,West Bengal,East,ShopEase,Black Pepper Wafers,Return,186,14.15,2632.79,420.5,186,172,464,NO
2024-10-05 01:08:33.462692540,2024,Mumbai,Maharashtra,North,RetailMart,Cheese Wafers,Outbound,35,6.26,218.96,28.86,-35,313,162,YES
2024-10-05 03:28:33.222644528,2024,Hyderabad,Telangana,North,QuickBuy,Chilli Wafers,Outbound,142,9.18,1304.19,142.77,-142,110,350,NO
2024-10-05 05:48:32.982596520,2024,Pune,Maharashtra,West,BigMart,Aloo Bhujia Wafers,Outbound,31,8.45,261.81,36.44,-31,436,233,YES
2024-10-05 08:08:32.742548512,2024,Delhi,Delhi,North,QuickBuy,Tomato Wafers,Outbound,22,9.98,219.59,47.52,-22,324,927,NO
2024-10-05 10:28:32.502500500,2024,Chennai,Tamil Nadu,South,RetailMart,Salted Wafers,Outbound,165,9.58,1580.09,406.44,-165,417,402,YES
2024-10-05 12:48:32.262452492,2024,Jaipur,Rajasthan,South,RetailMart,Mint Masala Wafers,Inbound,170,10.19,1732.11,231.84,170,302,350,NO
2024-10-05 15:08:32.022404480,2024,Mumbai,Maharashtra,South,BigMart,Masala Wafers,Inbound,116,6.4,742.31,90.35,116,330,166,YES
2024-10-05 17:28:31.782356472,2024,Delhi,Delhi,West,BigMart,Masala Wafers,Outbound,32,10.13,324.21,81.01,-32,491,147,YES
2024-10-05 19:48:31.542308464,2024,Pune,Maharashtra,South,RetailMart,Cream & Onion Wafers,Outbound,106,7.42,786.96,126.73,-106,150,27,YES
2024-10-05 22:08:31.302260452,2024,Kolkata,West Bengal,West,QuickBuy,Cheese Wafers,Inbound,27,6.84,184.77,53.64,27,156,258,NO
2024-10-06 00:28:31.062212444,2024,Mumbai,Maharashtra,West,SuperStore,Salted Wafers,Inbound,126,5.65,711.69,172.84,126,231,927,NO
2024-10-06 02:48:30.822164432,2024,Pune,Maharashtra,South,QuickBuy,Tomato Wafers,Inbound,39,12.63,492.43,81.42,39,379,597,NO
2024-10-06 05:08:30.582116424,2024,Bangalore,Karnataka,South,SuperStore,Mint Masala Wafers,Inbound,35,9.27,324.6,51.26,35,396,619,NO
2024-10-06 07:28:30.342068416,2024,Bangalore,Karnataka,West,ShopEase,Chilli Wafers,Inbound,153,11.27,1723.76,352.92,153,404,441,NO
2024-10-06 09:48:30.102020404,2024,Pune,Maharashtra,South,BigMart,Tomato Wafers,Outbound,48,12.28,589.24,68.25,-48,324,949,NO
2024-10-06 12:08:29.861972396,2024,Delhi,Delhi,North,RetailMart,Black Pepper Wafers,Outbound,170,11.79,2004.84,247.67,-170,273,937,NO
2024-10-06 14:28:29.621924384,2024,Mumbai,Maharashtra,West,ShopEase,Chilli Wafers,Outbound,163,9.71,1581.92,213.83,-163,391,628,NO
2024-10-06 16:48:29.381876376,2024,Delhi,Delhi,East,QuickBuy,Cheese Wafers,Outbound,185,8.88,1642.61,418.77,-185,365,875,NO
2024-10-06 19:08:29.141828368,2024,Surat,Gujarat,West,SuperStore,Mint Masala Wafers,Outbound,175,8.76,1532.93,310.83,-175,346,526,NO
2024-10-06 21:28:28.901780356,2024,Chennai,Tamil Nadu,South,BigMart,Mint Masala Wafers,Inbound,139,11.4,1584.67,161.82,139,177,997,NO
2024-10-06 23:48:28.661732348,2024,Surat,Gujarat,South,SuperStore,Tomato Wafers,Inbound,122,9.95,1213.65,284.85,122,234,210,YES
2024-10-07 02:08:28.421684336,2024,Bangalore,Karnataka,West,QuickBuy,Mint Masala Wafers,Inbound,143,13.49,1929.26,356.41,143,239,829,NO
2024-10-07 04:28:28.181636328,2024,Kolkata,West Bengal,West,QuickBuy,Aloo Bhujia Wafers,Outbound,55,13.75,756.09,152.86,-55,441,542,NO
2024-10-07 06:48:27.941588320,2024,Ahmedabad,Gujarat,East,RetailMart,Tomato Wafers,Inbound,59,6.71,395.63,56.51,59,352,444,NO
2024-10-07 09:08:27.701540308,2024,Chennai,Tamil Nadu,East,ShopEase,Mint Masala Wafers,Outbound,175,6.36,1113.41,234.21,-175,275,793,NO
2024-10-07 11:28:27.461492300,2024,Bangalore,Karnataka,West,BigMart,Mint Masala Wafers,Inbound,115,11.3,1299.96,384.57,115,159,452,NO
2024-10-07 13:48:27.221444288,2024,Delhi,Delhi,South,RetailMart,Black Pepper Wafers,Outbound,155,8.01,1241.9,142.43,-155,451,696,NO
2024-10-07 16:08:26.981396280,2024,Delhi,Delhi,West,SuperStore,Mint Masala Wafers,Inbound,164,5.19,850.46,133.34,164,353,403,NO
2024-10-07 18:28:26.741348272,2024,Delhi,Delhi,North,ShopEase,Salted Wafers,Outbound,178,13.89,2471.78,367.31,-178,107,65,YES
2024-10-07 20:48:26.501300260,2024,Kolkata,West Bengal,North,BigMart,Tomato Wafers,Inbound,81,7.27,588.79,88.15,81,490,404,YES
2024-10-07 23:08:26.261252252,2024,Surat,Gujarat,South,SuperStore,Chilli Wafers,Inbound,83,14.29,1186.3,208.48,83,206,882,NO
2024-10-08 01:28:26.021204240,2024,Ahmedabad,Gujarat,West,BigMart,Black Pepper Wafers,Outbound,26,12.17,316.53,83.44,-26,270,827,NO
2024-10-08 03:48:25.781156232,2024,Delhi,Delhi,West,BigMart,Black Pepper Wafers,Return,199,12.63,2512.68,710.01,199,157,574,NO
2024-10-08 06:08:25.541108224,2024,Hyderabad,Telangana,North,ShopEase,Chilli Wafers,Outbound,166,7.01,1164.43,163.54,-166,436,434,YES
2024-10-08 08:28:25.301060212,2024,Chennai,Tamil Nadu,West,SuperStore,Cream & Onion Wafers,Outbound,195,7.34,1431.68,298.63,-195,441,227,YES
2024-10-08 10:48:25.061012204,2024,Mumbai,Maharashtra,South,RetailMart,Cheese Wafers,Outbound,79,10.21,806.8,183.45,-79,389,475,NO
2024-10-08 13:08:24.820964192,2024,Hyderabad,Telangana,South,RetailMart,Aloo Bhujia Wafers,Outbound,159,6.72,1068.64,218.39,-159,183,467,NO
2024-10-08 15:28:24.580916184,2024,Ahmedabad,Gujarat,East,RetailMart,Salted Wafers,Inbound,15,8.05,120.81,22.57,15,216,100,YES
2024-10-08 17:48:24.340868176,2024,Kolkata,West Bengal,South,BigMart,Masala Wafers,Inbound,35,8.21,287.51,39.79,35,299,422,NO
2024-10-08 20:08:24.100820164,2024,Ahmedabad,Gujarat,West,QuickBuy,Cheese Wafers,Inbound,176,6.6,1160.95,229.45,176,121,355,NO
2024-10-08 22:28:23.860772156,2024,Mumbai,Maharashtra,West,ShopEase,Cheese Wafers,Return,149,7.05,1050.72,189.38,149,318,138,YES
2024-10-09 00:48:23.620724144,2024,Chennai,Tamil Nadu,North,RetailMart,Black Pepper Wafers,Return,108,12.89,1391.64,360.59,108,325,630,NO
2024-10-09 03:08:23.380676136,2024,Mumbai,Maharashtra,North,ShopEase,Mint Masala Wafers,Outbound,151,6.67,1007.47,254.61,-151,370,568,NO
2024-10-09 05:28:23.140628128,2024,Pune,Maharashtra,South,BigMart,Chilli Wafers,Inbound,31,5.28,163.82,20.77,31,488,130,YES
2024-10-09 07:48:22.900580116,2024,Chennai,Tamil Nadu,East,ShopEase,Chilli Wafers,Inbound,60,11.29,677.61,79.76,60,201,548,NO
2024-10-09 10:08:22.660532108,2024,Ahmedabad,Gujarat,West,RetailMart,Cheese Wafers,Return,160,14.76,2361.57,665.09,160,244,467,NO
2024-10-09 12:28:22.420484096,2024,Delhi,Delhi,East,RetailMart,Cheese Wafers,Inbound,185,8.31,1537.75,318.47,185,246,479,NO
2024-10-09 14:48:22.180436088,2024,Ahmedabad,Gujarat,West,BigMart,Mint Masala Wafers,Outbound,113,6.19,699.08,189.84,-113,360,110,YES
2024-10-09 17:08:21.940388080,2024,Ahmedabad,Gujarat,South,BigMart,Cheese Wafers,Inbound,187,10.7,2001.62,223.44,187,378,152,YES
2024-10-09 19:28:21.700340068,2024,Chennai,Tamil Nadu,South,SuperStore,Chilli Wafers,Inbound,98,14.06,1378.23,282.95,98,438,916,NO
